"","X","Y"
"1",10,0
"2",9.54454212595718,3.18987717463499
"3",4.57719945488376,8.68237642557942
"4",2.87375641458284,9.43940154953554
"5",2.54416390611795,9.58267487303736
"6",2.50754148274587,9.61303509494008
"7",0,10
